Year;File;FileShort;LocBird;Longitude;Latitude;Date;Time;Speed;SitWater;Cap;DayNight;Vessel;DistToVessel;LocVessel;CapToVessel;NbBatRangeDet;Serie;PrlWind;PrpWind;WindDir;locint;intyet;intins
2013;DistOis-Bat_j-n_AN104 U56 GPS411 180213_VitPoseCap.csv;AN104 U56 GPS411 180213;1288;46.596825;-45.627216;16/02/2013;06:04:34;18.8610838033986;vol;84.5824318516233;jour;VesselD;27868.2592315322;4224;105.619161874996;1;1;7.38039387765528;-5.75737346451421;122.539899249867;0;0;0
2013;DistOis-Bat_j-n_AN104 U56 GPS411 180213_VitPoseCap.csv;AN104 U56 GPS411 180213;1289;46.815685;-45.612488;16/02/2013;06:19:40;14.4846114356765;vol;149.208001841393;jour;VesselD;12591.1642553919;4222;140.417334471796;1;1;8.39955457441905;3.95380852727494;124.000886168364;0;0;0
2013;DistOis-Bat_j-n_AN104 U56 GPS411 180213_VitPoseCap.csv;AN104 U56 GPS411 180213;1290;46.902557;-45.714241;16/02/2013;06:34:49;19.4726829726699;vol;81.3318533851346;jour;VesselD;1369.33652424501;4221;15.4798049734224;1;1;6.9823482769513;-6.32012295547398;123.481922301915;0;0;0
2013;DistOis-Bat_j-n_AN104 U56 GPS411 180213_VitPoseCap.csv;AN104 U56 GPS411 180213;1291;47.139145;-45.688801;16/02/2013;06:50:43;17.2646402884646;vol;83.1507922179825;jour;VesselD;19949.8433381948;4219;263.781751081518;1;1;7.16761017766127;-6.17107455530869;123.878173874369;0;0;0
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;601;48.826698;-46.339878;10/03/2013;00:29:25;15.5128166809913;vol;21.2587514552822;jour;VesselD;24455.7865624255;865;58.7013651384711;1;1;4.64899282765803;-8.69200669950269;83.1182794438123;0;0;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;602;48.893566;-46.220943;10/03/2013;00:44:39;11.4811885441134;vol;73.337916372791;jour;VesselD;16755.0697854595;864;85.8397349895495;1;1;9.61381229735165;-1.709133781809;83.4185825431207;0;0;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;603;49.179245;-46.161366;10/03/2013;01:17:58;0.866993612025451;pose;271.842423636588;jour;VesselD;3213.21822306589;860;245.217179115157;1;1;-9.61606716469886;-1.40749345092129;83.5152338113863;0;0;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;604;49.152145;-46.160759;10/03/2013;01:58:05;0.624706172343429;pose;338.910032164836;jour;VesselD;255.570613084823;855;324.068756607774;1;1;-2.45059671770684;-9.40448623038762;83.5152338039567;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;605;49.149467;-46.155949;10/03/2013;02:13:22;0.607482234848419;pose;358.72808630585;jour;VesselD;52.6570183692936;854;41.4489468620029;1;1;0.882986509557534;-9.67833251930958;83.5152338058973;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;606;49.149078;-46.14381;10/03/2013;02:50:23;1.17381294429608;pose;359.836768245375;jour;VesselD;176.361090245331;850;352.607639820941;1;1;1.07008670833407;-9.6594357996227;83.5152338014665;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;607;49.14904;-46.134567;10/03/2013;03:04:58;0.228279774751395;pose;17.5957865565968;jour;VesselD;183.58174379201;848;205.359649097052;1;1;3.96535982353463;-8.87275081360248;83.5152337998;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;608;49.149834;-46.132832;10/03/2013;03:19:44;0.485947106668165;pose;339.248900083282;jour;VesselD;181.554375387678;847;257.471112494531;1;1;-2.39493265587108;-9.41881537690533;83.5152337989092;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;609;49.146637;-46.126984;10/03/2013;03:43:34;0.499733739416232;pose;353.39501502317;jour;VesselD;51.357678225936;845;185.925550969035;1;1;-0.0203913365786701;-9.718506558303;83.5152338004939;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;610;49.145481;-46.120064;10/03/2013;04:09:23;0.514247973795666;pose;6.01648179002341;jour;VesselD;141.742310446553;842;358.556390785446;1;1;2.13973497444486;-9.23878989039084;82.9764978421983;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;611;49.14666;-46.112309;10/03/2013;04:37:28;0.357729130593524;pose;358.157775734094;jour;VesselD;291.835001240221;839;332.840665795969;1;1;0.856413540037903;-9.44458894013341;82.9764978455082;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;612;49.146374;-46.106144;10/03/2013;05:09:24;0.929353274532836;pose;11.8275281386614;jour;VesselD;478.478563882478;835;348.202877514942;1;1;3.06414927459151;-8.97466955506836;82.9764978418264;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;613;49.148594;-46.098793;10/03/2013;05:24:22;0.198009478660822;pose;94.2354097561981;jour;VesselD;299.255753826103;834;233.686993467812;1;1;9.30083064171953;1.85155442093975;82.9764978400079;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;614;49.152451;-46.098991;10/03/2013;05:49:27;1.99389776968558;pose;56.2886252236117;jour;VesselD;1082.24346113921;831;40.1435114715813;1;1;8.47304487212657;-4.25925052028876;82.9764978467819;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;615;49.189636;-46.081776;10/03/2013;06:18:15;0.583679670537563;pose;120.890280617134;jour;VesselD;704.308205639813;827;222.158835649738;1;1;7.48174958979644;5.82727444653427;82.9764978460395;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;616;49.19529;-46.084122;10/03/2013;06:32:45;0.273336763598568;pose;128.741041121661;jour;VesselD;550.663014084191;826;244.736888559264;1;1;6.61565835324431;6.79461323055251;82.9764978319453;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;617;49.197716;-46.085472;10/03/2013;06:47:22;0.252812437837219;pose;127.763081254089;jour;VesselD;455.906769092742;824;234.52795767633;1;1;6.73066371866865;6.68070881762167;82.9764978399585;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;618;49.200024;-46.086712;10/03/2013;07:02:12;0.481678416285684;pose;217.964751639468;jour;VesselD;807.776883151967;823;238.528727358953;1;1;-6.70435805729886;6.7071072333147;82.9764978396918;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;619;49.196625;-46.089733;10/03/2013;07:16:56;0.838374925135199;pose;173.226251799816;jour;VesselD;1000.5811876613;821;208.355299015743;1;1;-0.0413382317336553;9.4832481539949;82.9764978430419;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;620;49.197762;-46.096371;10/03/2013;07:31:42;0.201912988104318;pose;108.882900912369;jour;VesselD;798.703819918637;820;227.347546663178;1;1;8.53034762104039;4.14329263555702;82.9764978367176;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;621;49.200043;-46.096912;10/03/2013;07:47:02;0.227978338246906;pose;135.882542221271;jour;VesselD;1516.09046531795;818;212.39964305166;1;1;5.71962724535144;7.56436174266434;82.9764978339222;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;622;49.201942;-46.09827;10/03/2013;08:02:24;0.318511265128171;pose;151.416827932311;jour;VesselD;1817.48065450566;817;212.754471524289;1;1;3.48484209119166;8.81984013455513;82.9764978380588;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;623;49.203453;-46.100193;10/03/2013;08:15:08;3.06774832140027;vol;202.310545774759;jour;VesselD;2437.77454206527;815;210.246826312251;1;1;-4.64589320551765;8.26736842789623;82.9764978422759;0;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;624;49.19175;-46.119961;10/03/2013;08:28:02;0.356330140752302;pose;108.152794434485;jour;VesselD;493.294992200624;814;232.113624304002;1;1;8.58245062292214;4.03425900318185;82.9764978458111;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;625;49.196045;-46.120937;10/03/2013;08:44:19;0.34820314708246;pose;115.623922471009;jour;VesselD;983.271535837094;813;232.979933910585;1;1;7.9850291017107;5.11595686499444;82.9764978377581;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;626;49.19973;-46.122162;10/03/2013;08:59:23;2.08476002387704;pose;213.879791648991;jour;VesselD;1732.21510882647;811;223.757857785182;1;1;-6.20954083096507;7.16765701385244;82.9764978430939;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;627;49.186237;-46.136086;10/03/2013;09:14:17;0.335793107750146;pose;107.472733398614;jour;VesselD;188.912435033606;810;256.776648544095;1;1;8.88124667903606;3.94629483902267;83.5152338054979;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;628;49.18996;-46.136898;10/03/2013;09:29:12;0.373138117086611;pose;111.855796082137;jour;VesselD;831.086811618787;808;219.186190257992;1;1;8.55367971811438;4.61349637588506;83.5152338011497;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;629;49.194008;-46.138023;10/03/2013;09:44:12;0.466991787277092;pose;120.791737628243;jour;VesselD;1222.56604726124;807;224.989555004182;1;1;7.73324561282569;5.88614456347261;83.515233810109;1;1;1
2013;DistOis-Bat_j-n_An12645 AY8 GPS222 110313_VitPoseCap.csv;An12645 AY8 GPS222 110313;630;49.198692;-46.139957;10/03/2013;09:59:11;2.26430265442976;pose;209.241052376722;jour;VesselD;1853.31525799909;805;223.661137430549;1;1;-5.67471755730657;7.88970000539833;83.5152338073408;1;1;1
